file,path,format,bytes,used_by_classnames,share_count,recorded_source,tool_stated_in_file,units_and_axes,meshes,materials,material_names,textures,images,uv_declared,paint_readiness,hardpoint_named_nodes_STATED_IN_FILE,markers_cig_PROJECT,markers_inherited_PROJECT,markers_name_derived_PROJECT,animations,skins,lod_named,collision_named,node_transforms,raw_accessor_extent_X_Y_Z_MEASURED,world_extent_X_Y_Z_MEASURED_node_transforms_applied,skinned
Legionnaire.glb,testing/_deploy/models/Legionnaire.glb,"glTF 2 binary, Draco yes",2902972,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 232, slug 91ay127t9vasm (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,23.427 x 10.958 x 31.376,23.427 x 10.958 x 31.376,no
Liberator.glb,testing/_deploy/models/Liberator.glb,"glTF 2 binary, Draco yes",4595664,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 224, slug q6vw2eyczlajo (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,66.881 x 25.199 x 118.296,66.881 x 25.199 x 118.296,no
Lynx.glb,testing/_deploy/models/Lynx.glb,"glTF 2 binary, Draco yes",495332,RSI_Lynx,1,"sc-ships/index.json id 245, slug m090fy57flneg (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,1,4,0,0,0,0,0,no,5.498 x 3.176 x 7.745,5.498 x 3.176 x 7.745,no
M2_Hercules.glb,testing/_deploy/models/M2_Hercules.glb,"glTF 2 binary, Draco yes",1911460,CRUS_Starlifter_M2,1,"sc-ships/index.json id 163, slug efb79aihpg0bm (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,10,0,0,0,0,0,no,71.04 x 21.756 x 94.52,71.04 x 21.756 x 94.52,no
M50.glb,testing/_deploy/models/M50.glb,"glTF 2 binary, Draco yes",1057640,ORIG_m50,1,"sc-ships/index.json id 22, slug nd60bd48b3k12 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,6,4,0,0,0,0,0,no,10.038 x 2.459 x 10.962,10.038 x 2.459 x 10.962,no
M80.glb,testing/_deploy/models/M80.glb,"glTF 2 binary, Draco yes",5863048,ORIG_m80,1,MODEL_SOURCE.txt: https://api.fleetyards.net/v1/models/orig-m80,glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,2,2,Material|Glass.001,0,0,yes,"one or two materials, not split by part (names in material_names)",0,0,0,0,0,0,0,0,yes,86.978 x 47.925 x 13.809,32.0 x 5.08 x 17.632,no
MDC.glb,testing/_deploy/models/MDC.glb,"glTF 2 binary, Draco yes",527176,GRIN_MDC,1,"sc-ships/index.json id 306, slug fkdpy399wpl6r (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,5.239 x 3.8 x 7.251,5.239 x 3.8 x 7.251,no
MOLE.glb,testing/_deploy/models/MOLE.glb,"glTF 2 binary, Draco yes",3391976,ARGO_MOLE;ARGO_MOLE_BTALA;ARGO_MOLE_Teach,3,"sc-ships/index.json id 201, slug u9o9ypxaaclmc (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,6,0,0,0,0,0,no,25.727 x 13.332 x 42.25,25.727 x 13.332 x 42.25,no
MOTH.glb,testing/_deploy/models/MOTH.glb,"glTF 2 binary, Draco yes",9948364,ARGO_MOTH,1,MODEL_SOURCE.txt: https://api.fleetyards.net/v1/models/argo-moth,glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,2,2,Material|Glass.001,0,0,yes,"one or two materials, not split by part (names in material_names)",0,0,0,0,0,0,0,0,yes,90.319 x 51.651 x 27.124,45.0 x 13.514 x 25.734,no
MPUV_Cargo.glb,testing/_deploy/models/MPUV_Cargo.glb,"glTF 2 binary, Draco yes",1107696,ARGO_MPUV,1,"sc-ships/index.json id 114, slug ywxg6nekvc56w (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,8.51 x 4.29 x 9.218,8.51 x 4.29 x 9.218,no
MPUV_Personnel.glb,testing/_deploy/models/MPUV_Personnel.glb,"glTF 2 binary, Draco yes",1278752,ARGO_MPUV_Transport,1,"sc-ships/index.json id 113, slug aic83qfdcwrs7 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,8.511 x 4.293 x 9.477,8.511 x 4.293 x 9.477,no
MPUV_Tractor.glb,testing/_deploy/models/MPUV_Tractor.glb,"glTF 2 binary, Draco yes",1007392,ARGO_MPUV_1T,1,"sc-ships/index.json id 268, slug fe37o4euqlv9k (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,3,1,0,0,0,0,0,no,7.756 x 4.131 x 9.204,7.756 x 4.131 x 9.204,no
MTC.glb,testing/_deploy/models/MTC.glb,"glTF 2 binary, Draco yes",769360,GRIN_MTC,1,"sc-ships/index.json id 297, slug 18f54c3kd6dky (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,4,1,0,0,0,0,no,5.235 x 4.109 x 7.026,5.235 x 4.109 x 7.026,no
Mantis.glb,testing/_deploy/models/Mantis.glb,"glTF 2 binary, Draco yes",344948,RSI_Mantis,1,"sc-ships/index.json id 189, slug a92wciia61u13 (Fleetyards, index dated 2026-07-26) | MODEL_SOURCE.txt: https://api.fleetyards.net/v1/models/rsi-mantis",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,2,2,Material|Glass.001,0,0,NO,"one or two materials, not split by part (names in material_names)",0,0,10,8,0,0,0,0,yes,1680.413 x 2964.901 x 629.797,30.0 x 6.373 x 17.003,no
Merchantman.glb,testing/_deploy/models/Merchantman.glb,"glTF 2 binary, Draco yes",717612,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 36, slug 5p7bhgbzzwi28 (Fleetyards, index dated 2026-07-26) | MODEL_SOURCE.txt: https://api.fleetyards.net/v1/models/banu-merchantman",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,4,2,Material|DefaultMaterial,0,0,yes,"one or two materials, not split by part (names in material_names)",0,0,0,0,0,0,0,0,yes,220.804 x 102.478 x 392.653,193.5 x 93.346 x 169.54,no
Mercury.glb,testing/_deploy/models/Mercury.glb,"glTF 2 binary, Draco yes",2505088,CRUS_Star_Runner,1,"sc-ships/index.json id 168, slug dwqsedkfpypxk (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,7,16,0,0,0,0,0,no,37.479 x 10.059 x 40.537,37.479 x 10.059 x 40.537,no
Meteor.glb,testing/_deploy/models/Meteor.glb,"glTF 2 binary, Draco yes",720488,RSI_Meteor;RSI_Meteor_Collector_Military;RSI_Meteor_Collector_Stealth;RSI_Meteor_TEMP_LaserRepeater,4,"sc-ships/index.json id 301, slug r7gh01pelsibc (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,56,56,0,0,0,0,0,no,16.812 x 6.478 x 29.655,16.812 x 6.478 x 29.655,no
Mule.glb,testing/_deploy/models/Mule.glb,"glTF 2 binary, Draco yes",1172452,DRAK_Mule,1,"sc-ships/index.json id 231, slug 1ze54inyrcexk (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,NO,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,yes,3.014 x 2.695 x 4.201,6.279 x 5.613 x 8.75,no
Mustang_Alpha.glb,testing/_deploy/models/Mustang_Alpha.glb,"glTF 2 binary, Draco yes",1198784,CNOU_Mustang_Alpha;CNOU_Mustang_Alpha_CitizenCon2018,2,"sc-ships/index.json id 65, slug j4tgivm60z3ti (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,4,0,0,0,0,0,no,18.052 x 5.47 x 22.301,18.052 x 5.47 x 22.301,no
Mustang_Alpha_Vindicator.glb,testing/_deploy/models/Mustang_Alpha_Vindicator.glb,"glTF 2 binary, Draco yes",1198784,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 172, slug x12642kkodb5k (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,18.052 x 5.47 x 22.301,18.052 x 5.47 x 22.301,no
Mustang_Beta.glb,testing/_deploy/models/Mustang_Beta.glb,"glTF 2 binary, Draco yes",1141796,CNOU_Mustang_Beta,1,"sc-ships/index.json id 66, slug yq1p7p55veoz6 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,5,2,0,0,0,0,0,no,18.052 x 5.47 x 22.301,18.052 x 5.47 x 22.301,no
Mustang_Delta.glb,testing/_deploy/models/Mustang_Delta.glb,"glTF 2 binary, Draco yes",1545416,CNOU_Mustang_Delta,1,"sc-ships/index.json id 69, slug ffrb6wo2s715m (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,7,4,0,0,0,0,0,no,18.052 x 5.47 x 22.301,18.052 x 5.47 x 22.301,no
Mustang_Gamma.glb,testing/_deploy/models/Mustang_Gamma.glb,"glTF 2 binary, Draco yes",1079452,CNOU_Mustang_Gamma,1,"sc-ships/index.json id 67, slug 08jg36fc9wkpa (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,5,2,0,0,0,0,0,no,18.052 x 5.47 x 21.22,18.052 x 5.47 x 21.22,no
Mustang_Omega.glb,testing/_deploy/models/Mustang_Omega.glb,"glTF 2 binary, Draco yes",1079452,CNOU_Mustang_Omega,1,"sc-ships/index.json id 70, slug ru4usfo8qcolh (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,5,2,0,0,0,0,0,no,18.052 x 5.47 x 21.22,18.052 x 5.47 x 21.22,no
Nautilus.glb,testing/_deploy/models/Nautilus.glb,"glTF 2 binary, Draco yes",3844688,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 186, slug kzw70l58akg51 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,yes,29.508 x 13.252 x 52.961,69.646 x 31.277 x 125.0,no
Nautilus_Solstice_Edition.glb,testing/_deploy/models/Nautilus_Solstice_Edition.glb,"glTF 2 binary, Draco yes",3843888,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 187, slug pk4lg2noxy03l (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,29.508 x 13.252 x 52.961,29.508 x 13.252 x 52.961,no
Nomad.glb,testing/_deploy/models/Nomad.glb,"glTF 2 binary, Draco yes",1136836,CNOU_Nomad;CNOU_Nomad_Teach,2,"sc-ships/index.json id 216, slug kqirzk86n7lar (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,16,24,0,0,0,0,0,no,18.295 x 7.607 x 25.221,18.295 x 7.607 x 25.221,no
Nova.glb,testing/_deploy/models/Nova.glb,"glTF 2 binary, Draco yes",3021876,TMBL_Nova,1,"sc-ships/index.json id 154, slug ph5ql7orx5n9r (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,2,7,0,0,0,0,0,no,7.303 x 5.125 x 15.911,7.303 x 5.125 x 15.911,no
Nox.glb,testing/_deploy/models/Nox.glb,"glTF 2 binary, Draco yes",421772,XIAN_Nox;XIAN_Nox_Collector_Mod,2,"sc-ships/index.json id 131, slug g6y7vimcd50kk (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,NO,"one material ""Default"" - no slot to paint",0,8,4,0,0,0,0,0,no,1.317 x 1.518 x 5.162,1.317 x 1.518 x 5.162,no
Nox_Kue.glb,testing/_deploy/models/Nox_Kue.glb,"glTF 2 binary, Draco yes",421772,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 132, slug svg8p8yf98slx (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,NO,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,1.317 x 1.518 x 5.162,1.317 x 1.518 x 5.162,no
Odin.glb,testing/_deploy/models/Odin.glb,"glTF 2 binary, Draco yes",2688264,ORPHAN - referenced by no ClassName,0,MODEL_SOURCE.txt: https://api.fleetyards.net/v1/models/anvl-odin,glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Material,0,0,yes,"one or two materials, not split by part (names in material_names)",0,0,0,0,0,0,0,0,yes,221.653 x 210.074 x 749.814,752.0 x 210.687 x 222.3,no
Odyssey.glb,testing/_deploy/models/Odyssey.glb,"glTF 2 binary, Draco yes",3313448,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 227, slug 32xbiljxn0i20 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,79.941 x 29.256 x 154.134,79.941 x 29.256 x 154.134,no
Orion.glb,testing/_deploy/models/Orion.glb,"glTF 2 binary, Draco yes",5233384,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 71, slug s1bwe58g5amw1 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,yes,0.518 x 0.518 x 1.704,103.412 x 103.412 x 340.0,no
P-52_Merlin.glb,testing/_deploy/models/P-52_Merlin.glb,"glTF 2 binary, Draco yes",644028,KRIG_P52_Merlin,1,"sc-ships/index.json id 92, slug 8cm7nglvspyww (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,3,1,0,0,0,0,0,no,7.706 x 2.354 x 11.968,7.706 x 2.354 x 11.968,no
P-72_Archimedes.glb,testing/_deploy/models/P-72_Archimedes.glb,"glTF 2 binary, Draco yes",1230644,KRIG_P72_Archimedes,1,"sc-ships/index.json id 104, slug 1nu1ogk8a7mks (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,3,0,0,0,0,0,0,no,8.223 x 2.288 x 12.243,8.223 x 2.288 x 12.243,no
P-72_Archimedes_Emerald.glb,testing/_deploy/models/P-72_Archimedes_Emerald.glb,"glTF 2 binary, Draco yes",1230692,KRIG_P72_Archimedes_Emerald,1,"sc-ships/index.json id 207, slug 0nbqgps56nwc7 (Fleetyards, index dated 2026-07-26) | MODEL_SOURCE.txt: model.glb in this folder was copied from sc-ships/P-72 Archimedes/model.glb on 2026-07-30T18:31:55.503187 because they share the same base chassis (byte-identical to 1 sibling(s): ['P-72 Archimedes']). Not ship-specific source art - if a real distinct model for P-72 Archimedes Emerald is ever sourced, replace this file and delete this note.",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,3,0,0,0,0,0,0,no,8.223 x 2.288 x 12.243,8.223 x 2.288 x 12.243,no
PTV.glb,testing/_deploy/models/PTV.glb,"glTF 2 binary, Draco yes",153864,GRIN_PTV,1,"sc-ships/index.json id 215, slug 1dd8mtr1l691y (Fleetyards, index dated 2026-07-26) | MODEL_SOURCE.txt: https://api.fleetyards.net/v1/models/grin-ptv",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,2,2,Glass.001|Material,0,0,NO,"one or two materials, not split by part (names in material_names)",0,0,0,0,0,0,0,0,yes,2.165 x 3.24 x 1.824,3.0 x 1.689 x 2.004,no
Paladin.glb,testing/_deploy/models/Paladin.glb,"glTF 2 binary, Draco yes",358020,ANVL_Paladin,1,"sc-ships/index.json id 282, slug i55wpnnnh6a3g (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,26,1,0,0,0,0,no,37.441 x 13.203 x 53.509,37.441 x 13.203 x 53.509,no
Perseus.glb,testing/_deploy/models/Perseus.glb,"glTF 2 binary, Draco yes",2333940,RSI_Perseus,1,"sc-ships/index.json id 217, slug y96lx5vp4xq46 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,15,50,0,0,0,0,0,no,56.761 x 21.788 x 100.525,56.761 x 21.788 x 100.525,no
Pioneer.glb,testing/_deploy/models/Pioneer.glb,"glTF 2 binary, Draco yes",3616636,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 149, slug jp33swooal97e (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,yes,1.377 x 0.537 x 2.466,137.908 x 53.803 x 247.0,no
Pitbull.glb,testing/_deploy/models/Pitbull.glb,"glTF 2 binary, Draco yes",5184636,DRAK_Pitbull,1,MODEL_SOURCE.txt: https://api.fleetyards.net/v1/models/drak-pitbull,glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,2,2,Material|Glass.001,0,0,yes,"one or two materials, not split by part (names in material_names)",0,0,12,14,0,0,0,0,yes,6.137 x 6.047 x 2.66,5.813 x 2.557 x 5.9,no
Polaris.glb,testing/_deploy/models/Polaris.glb,"glTF 2 binary, Draco yes",2784084,RSI_Polaris;RSI_Polaris_Collector_Military,2,"sc-ships/index.json id 116, slug zumu3m5q3ifoh (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,42,218,2,0,0,0,0,yes,32.437 x 15.82 x 62.625,85.981 x 41.934 x 166.0,no
Prospector.glb,testing/_deploy/models/Prospector.glb,"glTF 2 binary, Draco yes",2035328,MISC_Prospector;MISC_Prospector_BTALA;MISC_Prospector_Collector_Indust,3,"sc-ships/index.json id 109, slug 15j7qbefv5sp4 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,6,0,0,0,0,0,no,15.08 x 6.789 x 23.694,15.08 x 6.789 x 23.694,no
Prowler.glb,testing/_deploy/models/Prowler.glb,"glTF 2 binary, Draco yes",1533684,ESPR_Prowler,1,"sc-ships/index.json id 117, slug cangqaxs7vbss (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,3,8,0,0,0,0,0,no,27.238 x 13.339 x 33.209,27.238 x 13.339 x 33.209,no
Prowler_Utility.glb,testing/_deploy/models/Prowler_Utility.glb,"glTF 2 binary, Draco yes",2366336,ESPR_Prowler_Utility;ESPR_Prowler_Utility_Collector_Indust,2,"sc-ships/index.json id 300, slug jj83wwy0kvvpc (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,6,16,0,0,0,0,0,no,26.802 x 13.326 x 33.208,26.802 x 13.326 x 33.208,no
Pulse.glb,testing/_deploy/models/Pulse.glb,"glTF 2 binary, Draco yes",1076120,MRAI_Pulse,1,"sc-ships/index.json id 271, slug ykajx7v892w6z (Fleetyards, index dated 2026-07-26) | MODEL_SOURCE.txt: model.glb in this folder was copied from sc-ships/Pulse LX/model.glb on 2026-07-30T18:31:55.512408 because they share the same base chassis (byte-identical to 1 sibling(s): ['Pulse LX']). Not ship-specific source art - if a real distinct model for Pulse is ever sourced, replace this file and delete this note.",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,2,1,0,0,0,0,0,no,0.794 x 0.888 x 2.747,0.794 x 0.888 x 2.747,no
Pulse_LX.glb,testing/_deploy/models/Pulse_LX.glb,"glTF 2 binary, Draco yes",1076120,MRAI_Pulse_LX,1,"sc-ships/index.json id 272, slug 1cwznbcl59c8s (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,1,0,0,0,0,0,0,no,0.794 x 0.888 x 2.747,0.794 x 0.888 x 2.747,no
RAFT.glb,testing/_deploy/models/RAFT.glb,"glTF 2 binary, Draco yes",3913252,ARGO_RAFT;ARGO_RAFT_Collector_Indust,2,"sc-ships/index.json id 226, slug khlh8dsrpnoxp (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,14,0,0,0,0,0,no,23.632 x 11.794 x 40.401,23.632 x 11.794 x 40.401,no
ROC-DS.glb,testing/_deploy/models/ROC-DS.glb,"glTF 2 binary, Draco yes",1475172,GRIN_ROC_DS,1,"sc-ships/index.json id 219, slug kyqfaq8ax39ok (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,4.83 x 3.393 x 6.519,4.83 x 3.393 x 6.519,no
ROC.glb,testing/_deploy/models/ROC.glb,"glTF 2 binary, Draco yes",1084984,GRIN_ROC,1,"sc-ships/index.json id 214, slug vl6k58hry70ow (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,3.758 x 3.175 x 7.531,3.758 x 3.175 x 7.531,no
Railen.glb,testing/_deploy/models/Railen.glb,"glTF 2 binary, Draco yes",2795852,GAMA_Railen,1,"sc-ships/index.json id 222, slug sr4396m2oth0r (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,34,14,0,0,0,0,no,52.077 x 68.382 x 54.08,52.077 x 68.382 x 54.08,no
Ranger_CV.glb,testing/_deploy/models/Ranger_CV.glb,"glTF 2 binary, Draco yes",1701252,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 182, slug fqencq8dyyht7 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,0.907 x 1.501 x 3.757,0.907 x 1.501 x 3.757,no
Ranger_RC.glb,testing/_deploy/models/Ranger_RC.glb,"glTF 2 binary, Draco yes",2321892,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 180, slug lf9rcw1hr0aci (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,0.907 x 1.358 x 3.805,0.907 x 1.358 x 3.805,no
Ranger_TR.glb,testing/_deploy/models/Ranger_TR.glb,"glTF 2 binary, Draco yes",1987320,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 181, slug ii9n0t8tg9sh8 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,1.249 x 1.358 x 3.757,1.249 x 1.358 x 3.757,no
Razor.glb,testing/_deploy/models/Razor.glb,"glTF 2 binary, Draco yes",575640,MISC_Razor,1,"sc-ships/index.json id 126, slug rit2mxyjswhqs (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,6,4,0,0,0,0,0,no,7.931 x 2.261 x 11.456,7.931 x 2.261 x 11.456,no
Razor_EX.glb,testing/_deploy/models/Razor_EX.glb,"glTF 2 binary, Draco yes",614424,MISC_Razor_EX,1,"sc-ships/index.json id 157, slug ddzz8a5a80kyg (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,6,4,0,0,0,0,0,no,7.931 x 2.29 x 11.456,7.931 x 2.29 x 11.456,no
